trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_lon,is_fraud
2024-09-09 10:00:11,1828********9856,fraud_merchant_1,travel,229.69,User23,Name23,M,498 Main St,City_22,NY,63269,39.317457046726204,-92.53644324656779,894921,Job_12,1993-10-20,txn_1725856211_23,1725856211,39.10313256347001,-93.22563745703204,1
2024-03-23 05:07:10,7570********1960,fraud_merchant_3,health_fitness,281.26,User24,Name24,M,434 Main St,City_59,CA,47388,35.71231966077876,-95.04376174867753,414386,Job_49,1960-02-05,txn_1711150630_24,1711150630,36.93037009853527,-95.433219772981,1
2024-03-14 01:55:27,3536********4111,merchant_448,food_dining,90.18,User25,Name25,F,59 Main St,City_8,IL,51104,33.018927349738625,-96.13259545920555,612314,Job_28,1962-08-16,txn_1710361527_25,1710361527,33.020920377040376,-96.14266497228788,0
2024-10-09 19:40:42,9238********9701,merchant_438,grocery_pos,12.44,User26,Name26,M,70 Main St,City_9,NY,87992,36.77502322883254,-93.78903373830465,89002,Job_8,1982-10-12,txn_1728483042_26,1728483042,36.76061726897536,-93.79443241368617,0
2024-05-30 06:53:28,7615********2964,merchant_190,grocery_net,58.71,User27,Name27,M,674 Main St,City_11,IL,64948,36.241096431923474,-95.32187475372612,46672,Job_75,1986-09-01,txn_1717032208_27,1717032208,36.23333114394394,-95.33958500120269,0
2024-07-22 17:43:52,6183********5272,merchant_485,kids_pets,11.73,User28,Name28,M,135 Main St,City_34,NY,61876,38.74463823464144,-94.20725211987111,334445,Job_86,1992-02-16,txn_1721650432_28,1721650432,38.73212590873678,-94.21770134946176,0
2024-10-05 16:01:51,8491********6180,merchant_257,grocery_net,40.51,User29,Name29,M,551 Main St,City_13,IL,19602,31.785033530877545,-94.6307322829354,656332,Job_2,1980-07-22,txn_1728124311_29,1728124311,31.790231186762515,-94.61509582549985,0
2024-06-02 17:14:48,5345********3170,merchant_468,misc_pos,16.35,User30,Name30,F,449 Main St,City_37,CA,30676,36.63230544576274,-94.05658541694605,261150,Job_9,1999-06-10,txn_1717328688_30,1717328688,36.62659565974301,-94.03527956756913,0
2024-09-03 10:38:24,9666********1128,merchant_259,travel,51.37,User31,Name31,F,912 Main St,City_34,NY,25129,35.45257653899775,-93.30519713484672,989539,Job_85,1964-08-24,txn_1725340104_31,1725340104,35.45607319923758,-93.3295342326939,0
2024-08-06 11:40:37,5462********5616,merchant_109,entertainment,29.75,User32,Name32,M,258 Main St,City_65,CA,74032,34.99028611069794,-95.7666466125318,218487,Job_92,1975-05-19,txn_1722924637_32,1722924637,34.981035573493905,-95.7888965596184,0
2024-04-08 13:49:59,7939********5533,merchant_44,grocery_pos,94.6,User33,Name33,M,166 Main St,City_82,NY,44335,36.64412031998898,-91.2064140346921,813577,Job_1,1974-12-17,txn_1712564399_33,1712564399,36.63921255766892,-91.22148875797926,0
2024-01-23 22:58:29,8007********1158,merchant_402,food_dining,13.99,User34,Name34,M,855 Main St,City_70,NY,14722,34.84579658117179,-94.3176960503667,729586,Job_10,1999-08-12,txn_1706030909_34,1706030909,34.85133039715839,-94.30115238538599,0
2024-10-12 18:35:13,8041********3088,merchant_101,gas_transport,21.55,User35,Name35,M,699 Main St,City_46,TX,37535,37.72886689464064,-92.6559421923912,947650,Job_40,1976-05-10,txn_1728738313_35,1728738313,37.721404510847634,-92.64587025110829,0
2024-12-14 06:20:31,6794********7658,merchant_55,misc_pos,16.48,User36,Name36,M,184 Main St,City_53,NY,13248,35.08396012894005,-95.27454363419564,175395,Job_31,1998-10-13,txn_1734137431_36,1734137431,35.081477481162416,-95.25973681783668,0
2024-10-11 05:01:40,7745********5065,merchant_290,food_dining,42.47,User37,Name37,F,880 Main St,City_49,TX,15075,33.10096190964229,-96.1937946631255,740343,Job_21,1995-04-27,txn_1728603100_37,1728603100,33.09873782964608,-96.22877605180894,0
2024-09-30 09:00:01,4269********8541,merchant_177,health_fitness,40.69,User38,Name38,F,676 Main St,City_29,NY,13101,35.34636185170236,-94.22936524054232,838980,Job_40,1996-10-21,txn_1727667001_38,1727667001,35.328684702978336,-94.22629073842342,0
2024-10-06 23:30:39,6378********5564,merchant_358,misc_pos,55.61,User39,Name39,M,864 Main St,City_52,IL,99065,32.38860489191782,-96.50152368613534,373203,Job_99,1972-07-09,txn_1728237639_39,1728237639,32.368094894523416,-96.52518447836205,0
2024-09-01 13:32:23,1452********2889,merchant_289,travel,59.7,User40,Name40,F,445 Main St,City_14,TX,88193,33.08198380714644,-92.2359907916561,283361,Job_23,1986-01-16,txn_1725177743_40,1725177743,33.100086246345576,-92.2480688791058,0
2024-09-26 17:20:34,8149********9379,merchant_271,gas_transport,14.8,User41,Name41,M,726 Main St,City_33,NY,15817,33.53409772991255,-94.60930705490605,609596,Job_50,2000-05-07,txn_1727351434_41,1727351434,33.52297883195706,-94.61186175147533,0
2024-07-08 03:07:30,9518********9821,fraud_merchant_1,personal_care,20.62,User42,Name42,M,680 Main St,City_80,CA,51145,33.454349570924855,-95.47363721348002,78372,Job_47,1979-05-07,txn_1720388250_42,1720388250,33.44464229996827,-95.47199973069229,0
2024-08-19 16:13:12,9308********6067,merchant_257,entertainment,8.42,User43,Name43,F,197 Main St,City_71,CA,26683,34.17447677361979,-93.80871269639135,736076,Job_42,1978-01-18,txn_1724064192_43,1724064192,34.13464601788916,-93.80019217905468,0
2024-08-05 03:53:24,3851********5930,merchant_338,personal_care,15.84,User44,Name44,F,441 Main St,City_37,CA,37549,34.90471257768591,-93.96261108456444,5425,Job_71,1997-05-25,txn_1722810204_44,1722810204,34.89688454144428,-93.95385063261601,0
2024-09-10 17:11:57,8618********8238,merchant_279,home,38.9,User45,Name45,F,675 Main St,City_95,FL,32241,37.72687098190341,-93.34246804479025,541004,Job_87,1969-08-02,txn_1725968517_45,1725968517,37.727173847468606,-93.33362656445291,0
2024-05-11 10:23:25,9445********6491,merchant_240,entertainment,2.1,User46,Name46,M,151 Main St,City_29,CA,36100,32.38417140066125,-98.98119909915472,710477,Job_97,1970-07-15,txn_1715403205_46,1715403205,32.36702042294803,-98.96439899162228,0
2024-08-18 23:06:01,5011********8784,fraud_merchant_47,grocery_pos,164.37,User47,Name47,M,507 Main St,City_25,IL,60328,36.009974557960916,-93.26848961165976,934181,Job_59,1978-08-04,txn_1724002561_47,1724002561,35.9859686298198,-93.27517963637658,0
2024-01-10 07:08:48,3417********1090,merchant_199,personal_care,29.2,User48,Name48,M,476 Main St,City_90,NY,77889,34.36128984437045,-95.40923301095518,234471,Job_100,1979-01-26,txn_1704850728_48,1704850728,34.36671107934529,-95.36433687883496,0
2024-02-12 19:36:31,2988********8478,merchant_205,grocery_pos,40.41,User49,Name49,M,973 Main St,City_77,IL,51588,32.34633646772821,-91.3125684044963,561932,Job_60,1989-12-11,txn_1707746791_49,1707746791,32.33172163966361,-91.33816679916157,0
2024-01-02 16:05:56,9270********7991,merchant_403,home,6.4,User50,Name50,F,770 Main St,City_58,FL,43972,33.639991331764115,-95.52681168973454,908342,Job_21,1993-05-11,txn_1704191756_50,1704191756,33.6343782342573,-95.5388912081245,0
2024-05-26 13:08:13,9540********8939,merchant_233,misc_pos,60.81,User51,Name51,M,344 Main St,City_31,CA,45614,33.146139056843836,-95.1190507121236,86247,Job_36,1979-09-24,txn_1716709093_51,1716709093,33.08131371004245,-95.13953846495028,0
2024-03-06 23:00:48,3267********3471,merchant_32,gas_transport,31.24,User52,Name52,M,418 Main St,City_9,NY,64377,34.15990507074497,-94.72159177808636,165227,Job_50,1991-02-16,txn_1709746248_52,1709746248,34.159941342968864,-94.70647307245054,0
2024-01-16 15:44:55,7812********2020,merchant_427,gas_transport,53.75,User53,Name53,M,878 Main St,City_90,IL,12560,34.5950849483369,-94.87820678576568,953791,Job_54,1977-06-21,txn_1705400095_53,1705400095,34.608028202272635,-94.8756848892092,0
2024-09-13 14:07:19,8814********1096,merchant_339,home,56.53,User54,Name54,F,820 Main St,City_69,FL,81582,32.93119528702863,-94.59143411599734,413930,Job_39,1993-10-18,txn_1726216639_54,1726216639,32.940819641597194,-94.58209297254277,0
2024-02-16 17:04:11,8999********4595,merchant_175,kids_pets,24.4,User55,Name55,F,696 Main St,City_44,FL,97670,35.561983735470065,-96.24539903964119,35434,Job_56,1981-10-13,txn_1708083251_55,1708083251,35.55782129046292,-96.25525905833436,0
2024-02-25 22:32:57,3704********8657,merchant_364,home,57.22,User56,Name56,M,679 Main St,City_76,FL,83975,32.5235382977033,-96.64930265530215,33276,Job_80,1983-12-17,txn_1708880577_56,1708880577,32.56256389941801,-96.65010435804962,0
2024-08-16 00:01:53,8022********3223,merchant_35,grocery_pos,49.57,User57,Name57,F,466 Main St,City_42,FL,37742,35.72402782388494,-93.83737173192856,277793,Job_24,1962-04-03,txn_1723746713_57,1723746713,35.711433806739635,-93.81983663892952,0
2024-10-03 14:45:29,7211********5558,merchant_295,gas_transport,27.54,User58,Name58,F,54 Main St,City_3,FL,80702,38.74084779563103,-91.62396593526218,90884,Job_33,1997-06-14,txn_1727946929_58,1727946929,38.72854289131564,-91.61630994591916,0
2024-01-01 19:37:20,2124********1659,merchant_179,gas_transport,74.9,User59,Name59,M,245 Main St,City_80,TX,29973,36.094194762340074,-95.40438530486779,884995,Job_32,1968-12-10,txn_1704118040_59,1704118040,36.08984113827553,-95.38240976782804,0
2024-02-13 07:13:16,2874********4571,merchant_434,shopping_pos,67.34,User60,Name60,F,622 Main St,City_22,CA,89415,33.746284260923694,-97.68401460810671,809150,Job_90,1971-06-30,txn_1707788596_60,1707788596,33.73976479810406,-97.61893490558495,0
2024-12-04 07:23:04,3683********6096,merchant_67,food_dining,19.29,User61,Name61,M,930 Main St,City_74,CA,98781,34.52155040426049,-93.29205057786429,979008,Job_75,1961-02-24,txn_1733277184_61,1733277184,34.51612959501472,-93.30431247152245,0
2024-08-24 02:19:57,4249********2245,merchant_356,personal_care,56.47,User62,Name62,M,825 Main St,City_88,CA,88697,32.315374346980015,-101.72819105292662,815004,Job_14,1991-04-10,txn_1724446197_62,1724446197,32.33784518261385,-101.68532694916433,0
2024-03-30 00:01:24,6688********9728,fraud_merchant_42,entertainment,69.79,User63,Name63,F,13 Main St,City_83,IL,54725,36.24823963410431,-93.74330898147144,77306,Job_85,1976-08-15,txn_1711737084_63,1711737084,36.24799469864737,-93.76125406890117,0
2024-05-22 17:32:22,2729********8102,merchant_451,personal_care,275.22,User64,Name64,F,446 Main St,City_91,FL,30052,38.62733315175782,-94.19083420976494,873962,Job_82,1999-12-29,txn_1716379342_64,1716379342,38.62913460349745,-94.18917960104893,0
2024-05-06 10:13:57,5425********9817,merchant_484,shopping_pos,4.39,User65,Name65,F,873 Main St,City_35,IL,52245,34.13339318619488,-94.59235454494507,870845,Job_60,1979-07-16,txn_1714970637_65,1714970637,34.14457537024717,-94.57490371311646,0
2024-06-09 06:07:00,5569********8385,merchant_38,misc_pos,36.01,User66,Name66,M,345 Main St,City_86,IL,59674,35.89101380256277,-97.92351331207145,602530,Job_97,1980-11-04,txn_1717893420_66,1717893420,35.89681145879351,-97.92725781119843,0
2024-10-22 20:06:04,6325********3979,merchant_456,grocery_pos,69.99,User67,Name67,F,902 Main St,City_44,CA,46655,33.56311155749513,-95.4268943034237,841587,Job_28,1975-12-01,txn_1729607764_67,1729607764,33.56932970880709,-95.3973871790847,0
2024-04-26 16:05:46,1166********9464,merchant_232,kids_pets,14.3,User68,Name68,M,777 Main St,City_63,FL,82768,33.5513324093058,-98.75155727712789,760053,Job_11,1970-10-29,txn_1714127746_68,1714127746,33.539848380329644,-98.78139676363706,0
2024-02-27 16:34:05,9041********8342,merchant_437,misc_pos,2.9,User69,Name69,M,314 Main St,City_89,FL,41890,37.54227645196183,-93.45827379707193,237360,Job_12,1973-03-13,txn_1709031845_69,1709031845,37.55213018163784,-93.45649633694929,0
2024-02-27 06:51:39,8753********9698,merchant_327,grocery_net,16.82,User70,Name70,F,278 Main St,City_46,CA,69473,34.31359752673767,-94.08464709114232,582124,Job_55,1993-06-17,txn_1708996899_70,1708996899,34.314990580028045,-94.06497700501515,0
2024-02-08 15:20:42,4777********2976,merchant_207,shopping_net,125.74,User71,Name71,M,197 Main St,City_98,IL,34267,36.68714804556069,-97.13264295647994,783967,Job_41,1965-05-12,txn_1707385842_71,1707385842,36.67311177671014,-97.15198517757196,0
2024-06-30 03:18:24,5530********9595,merchant_445,misc_pos,49.38,User72,Name72,F,184 Main St,City_30,CA,57301,36.74464127344136,-94.6333159885233,208547,Job_13,1997-05-07,txn_1719697704_72,1719697704,36.788437332105715,-94.6494819542304,0
2024-07-15 00:59:51,9751********3073,fraud_merchant_14,shopping_net,9.3,User73,Name73,F,654 Main St,City_90,CA,26551,32.58175522087803,-91.8217117355949,585238,Job_6,1962-06-12,txn_1720985391_73,1720985391,32.5666170990678,-91.83921331205227,0
2024-02-18 05:21:40,2680********1200,merchant_452,home,183.25,User74,Name74,F,259 Main St,City_24,CA,16734,31.174586965871562,-94.27504708238939,466865,Job_61,1981-06-22,txn_1708213900_74,1708213900,31.186013916078096,-94.25563660598912,0
2024-11-12 12:03:40,2070********7565,merchant_66,health_fitness,7.15,User75,Name75,F,831 Main St,City_20,TX,29555,38.369369929211246,-98.46063062084835,665021,Job_10,1985-11-18,txn_1731393220_75,1731393220,38.372210931049594,-98.43988745154945,0
2024-02-08 08:44:52,2395********5066,merchant_261,kids_pets,1.34,User76,Name76,M,232 Main St,City_77,IL,91057,37.35888024144258,-95.9383513042094,441390,Job_72,1994-04-16,txn_1707362092_76,1707362092,37.32461755086076,-95.9112738567261,0
2024-02-27 21:10:45,7232********8381,merchant_485,home,88.35,User77,Name77,F,636 Main St,City_40,FL,84531,33.61170809298501,-94.7802798539135,622113,Job_39,1998-08-01,txn_1709048445_77,1709048445,33.618557231345164,-94.74204926178331,0
2024-08-09 04:15:33,4404********4457,merchant_51,grocery_pos,122.19,User78,Name78,F,77 Main St,City_23,NY,82350,38.192285887803266,-93.79789211157693,169686,Job_85,1963-08-23,txn_1723157133_78,1723157133,38.17940038419991,-93.77077270387076,0
2024-11-29 13:08:36,7693********8381,fraud_merchant_2,shopping_pos,29.94,User79,Name79,F,720 Main St,City_91,CA,47056,32.26281976891629,-93.92901638004959,247720,Job_38,1961-06-18,txn_1732865916_79,1732865916,32.284028705198494,-93.89818896011123,0
2024-11-24 02:22:19,4824********5334,merchant_22,health_fitness,15.64,User80,Name80,M,931 Main St,City_83,NY,29528,34.9967280667118,-95.85206467712884,576015,Job_55,1965-02-23,txn_1732395139_80,1732395139,35.02223733168488,-95.85389599834183,0
2024-06-02 14:12:01,2169********1977,merchant_95,shopping_net,95.59,User81,Name81,M,128 Main St,City_37,IL,67560,39.121495849763974,-91.4893183151136,790339,Job_40,1986-09-10,txn_1717317721_81,1717317721,39.116516566794395,-91.46988689609451,0
2024-02-29 18:54:39,7594********5460,merchant_261,health_fitness,32.7,User82,Name82,F,619 Main St,City_56,TX,52247,37.793587157540486,-95.77982078201956,632086,Job_57,1963-08-10,txn_1709213079_82,1709213079,37.81657961911715,-95.76931654776574,0
2024-08-22 07:29:42,2496********4750,fraud_merchant_26,shopping_net,7.33,User83,Name83,M,782 Main St,City_74,CA,15273,31.538253792468865,-92.11132241603637,866322,Job_98,1990-02-26,txn_1724291982_83,1724291982,31.555975063673788,-92.11406397245722,0
2024-08-11 23:13:55,8708********9502,merchant_129,home,39.64,User84,Name84,F,993 Main St,City_82,FL,74451,36.73214103208559,-95.20715219980325,618762,Job_36,1968-02-21,txn_1723398235_84,1723398235,36.736542518661665,-95.24482986958792,0
2024-04-25 19:02:40,6700********7690,merchant_431,entertainment,149.31,User85,Name85,F,711 Main St,City_43,NY,63955,31.59323512128969,-95.11109539779324,114680,Job_42,1990-01-22,txn_1714051960_85,1714051960,31.600916430268477,-95.11174929275512,0
2024-01-22 09:43:16,7561********1601,merchant_245,health_fitness,21.34,User86,Name86,F,886 Main St,City_15,CA,62976,35.75117613598329,-97.74317875944625,269659,Job_12,1974-02-09,txn_1705896796_86,1705896796,35.76087801821556,-97.78442927292448,0
2024-12-13 16:21:42,9889********8569,fraud_merchant_1,travel,6.85,User87,Name87,F,641 Main St,City_80,CA,75338,32.79749619030578,-94.02465345015341,548623,Job_7,1968-05-31,txn_1734087102_87,1734087102,32.81244355093801,-94.03046729631403,0
2024-09-16 01:43:30,4335********5375,merchant_2,health_fitness,36.2,User88,Name88,M,997 Main St,City_16,FL,13783,35.15209607979277,-94.2940800489222,928634,Job_37,1979-08-27,txn_1726431210_88,1726431210,35.164418212873166,-94.30465452863218,0
2024-03-07 05:53:21,3594********6091,merchant_195,grocery_net,16.33,User89,Name89,M,970 Main St,City_15,NY,70482,34.785939280090886,-97.07048464483874,102736,Job_71,1978-04-20,txn_1709771001_89,1709771001,34.77486629398394,-97.09444220269052,0
2024-06-18 20:57:49,9165********5781,merchant_107,entertainment,20.03,User90,Name90,F,565 Main St,City_32,FL,69871,33.74952363289289,-95.54721948700794,510937,Job_54,1997-06-11,txn_1718724469_90,1718724469,33.788808692232784,-95.55116392042501,0
2024-07-10 02:40:55,4122********9327,merchant_342,shopping_pos,103.41,User91,Name91,M,274 Main St,City_44,FL,76550,36.70270852920102,-96.2407274450711,815208,Job_9,1972-05-23,txn_1720559455_91,1720559455,36.68798028575586,-96.2291373570401,0
2024-11-05 09:54:22,5891********9022,merchant_239,grocery_pos,38.46,User92,Name92,M,782 Main St,City_43,CA,82340,34.92960612307503,-94.88688210082167,512868,Job_58,1984-02-28,txn_1730780662_92,1730780662,34.933447930687684,-94.85493984637125,0
2024-03-28 18:59:13,8460********6272,merchant_336,travel,68.81,User93,Name93,M,45 Main St,City_30,FL,63841,36.15311392611153,-94.37749969091293,604573,Job_90,1970-09-17,txn_1711632553_93,1711632553,36.21469154228063,-94.35510819268424,0
2024-10-05 20:24:12,7246********7325,merchant_434,gas_transport,100.95,User94,Name94,M,891 Main St,City_76,IL,53515,32.66046313234982,-98.3181831767753,137378,Job_64,1961-08-29,txn_1728140052_94,1728140052,32.66633645282201,-98.32795857324442,0
2024-05-09 01:36:27,2633********9617,merchant_400,entertainment,1.01,User95,Name95,F,77 Main St,City_84,FL,30232,32.87747473410682,-96.30874669222604,156157,Job_2,1992-05-28,txn_1715198787_95,1715198787,32.86201023469776,-96.3157624771295,0
2024-12-13 10:38:04,6546********7512,merchant_221,health_fitness,45.02,User96,Name96,M,642 Main St,City_49,IL,51505,37.110661993092826,-93.69273147732935,712115,Job_43,1998-03-26,txn_1734066484_96,1734066484,37.09318251070312,-93.6927973957359,0
2024-10-18 03:07:26,9864********1588,merchant_449,food_dining,66.75,User97,Name97,M,445 Main St,City_30,CA,21846,39.168954461083125,-92.21819300762945,722644,Job_31,1988-04-23,txn_1729201046_97,1729201046,39.12880310065587,-92.19684388418476,0
2024-03-16 00:42:12,8269********3725,merchant_52,entertainment,22.56,User98,Name98,F,384 Main St,City_38,TX,56984,36.85235509506328,-91.18116671905975,345131,Job_4,1962-01-23,txn_1710529932_98,1710529932,36.8243837435869,-91.16990733432594,0
2024-01-11 22:26:29,5000********9702,merchant_99,personal_care,12.77,User99,Name99,F,81 Main St,City_22,NY,32946,34.58752208208827,-99.55590083562112,836016,Job_73,1990-08-01,txn_1704992189_99,1704992189,34.60347176617783,-99.5529967544154,0
2024-09-20 11:09:02,4945********9153,merchant_341,kids_pets,84.93,User100,Name100,M,683 Main St,City_59,CA,43466,33.5519964067914,-96.0651606044408,673891,Job_30,1980-09-07,txn_1726810742_100,1726810742,33.56256273898401,-96.06101053473762,0
2024-04-13 04:02:22,5712********9955,merchant_426,grocery_pos,38.29,User101,Name101,M,655 Main St,City_76,CA,49210,37.483941196019714,-95.17152633846567,996151,Job_10,1979-10-25,txn_1712961142_101,1712961142,37.465747337016744,-95.15875386546891,0
2024-04-03 01:36:19,8484********5949,merchant_206,personal_care,13.88,User102,Name102,M,586 Main St,City_31,TX,59986,35.51944500344296,-96.80863325020881,511680,Job_50,1998-04-12,txn_1712088379_102,1712088379,35.53221685261851,-96.84186365145419,0
2024-10-21 13:03:06,5837********1359,merchant_252,gas_transport,134.42,User103,Name103,F,853 Main St,City_78,TX,75107,36.76385982076648,-98.36974427793548,598419,Job_36,1960-05-12,txn_1729495986_103,1729495986,36.748900420969946,-98.41252028423166,0
2024-03-26 21:43:32,6772********4588,merchant_185,shopping_net,3.27,User104,Name104,M,926 Main St,City_81,NY,22735,33.79606264220723,-93.47949781072928,715687,Job_80,1971-03-30,txn_1711469612_104,1711469612,33.8181892243038,-93.46406504774326,0
2024-04-03 21:21:14,6061********8222,fraud_merchant_40,grocery_net,32.04,User105,Name105,M,335 Main St,City_12,NY,48680,37.57681268035698,-94.0709667895143,772934,Job_75,1976-05-13,txn_1712159474_105,1712159474,37.565617840862416,-94.04086628722108,0
2024-06-10 14:04:36,3877********4289,merchant_375,food_dining,65.63,User106,Name106,M,851 Main St,City_65,IL,45720,35.1731795749458,-95.31135447078415,388629,Job_70,1999-04-25,txn_1718008476_106,1718008476,35.196535216178994,-95.30626605391812,0
2024-12-11 23:27:03,8894********5835,merchant_213,shopping_pos,88.0,User107,Name107,F,881 Main St,City_97,NY,39571,36.52569458159624,-93.72406660195807,83957,Job_15,1981-01-03,txn_1733939823_107,1733939823,36.516845934098015,-93.71489239852689,0
2024-03-06 10:56:18,6992********2479,merchant_356,grocery_net,54.71,User108,Name108,F,689 Main St,City_59,TX,58311,30.583786896652246,-94.27844315065315,567636,Job_2,1971-11-11,txn_1709702778_108,1709702778,30.578382830278695,-94.25949081189992,0
